concordance_id,graphic_key,rar_de_record_id,rar_de_form,rar_de_german_gloss,rar_de_page,de_rar_record_id,de_rar_headword,de_rar_page,reciprocal_german_support,reciprocal_support_type,human_reviewed,decision
RHD-ICONC-000157,kioliki,RHD-S1809-01976,Kiolíki,Gekochte dünne Suppe von türkischem Weitzengries,360,RHD-S1809-01303,Suppe,345,true,german_headword_gloss_containment,false,not_assessed
RHD-ICONC-000158,kitsaoco,RHD-S1809-01977,Kitſaóco,Sieben,360,RHD-S1809-01192,Sieben,341,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000159,kitsaossa,RHD-S1809-01978,Kitsaóssa,Siebenmal,360,RHD-S1809-01193,Siebenmal,341,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000160,laca,RHD-S1809-01988,Láca,"Blut, s",360,RHD-S1809-00279,Blut,309,true,german_headword_gloss_containment,false,not_assessed
RHD-ICONC-000161,lala,RHD-S1809-01989,Lála,So ziemlich,360,RHD-S1809-01606,Ziemlich,352,true,german_headword_gloss_containment,false,not_assessed
RHD-ICONC-000162,lessiameke,RHD-S1809-01992,Lessíameke,"Müde, matt",360,RHD-S1809-00907,Matt,331,true,german_headword_gloss_containment,false,not_assessed
RHD-ICONC-000163,lessiba,RHD-S1809-01993,Lessíba,Er wird schon matt,360,RHD-S1809-00907,Matt,331,true,german_headword_gloss_containment,false,not_assessed
RHD-ICONC-000164,logui,RHD-S1809-01995,Loguí,Rasen,360,RHD-S1809-01021,Raſen,336,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000165,matschi,RHD-S1809-02006,Matſchi,Draußen,361,RHD-S1809-00343,Drauſſen,313,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000166,matschisimi,RHD-S1809-02008,Matſchiſimi,"Lernen, ſ",361,RHD-S1809-00876,Lernen,330,true,german_headword_gloss_containment,false,not_assessed
RHD-ICONC-000167,mea,RHD-S1809-02009,Meá,Tödten,361,RHD-S1809-01336,Tödten,346,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000168,mole,RHD-S1809-02015,Molé,Weihrauch,361,RHD-S1809-01536,Weihrauch,350,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000169,moleke,RHD-S1809-02016,Moléké,Weihrauch,361,RHD-S1809-01536,Weihrauch,350,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000170,moorapera,RHD-S1809-02018,Moorápera,Todtenkopf,361,RHD-S1809-01337,Todtenkopf,346,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000171,motsaca,RHD-S1809-02019,Motsáca,Ameise,361,RHD-S1809-00087,Ameiſe,302,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000172,motschi,RHD-S1809-02020,Motschí,Wohnen,361,RHD-S1809-01557,Wohnen,351,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000173,muja,RHD-S1809-02023,Mujá,Schimmeln,361,RHD-S1809-01112,Schimmeln,338,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000174,mukuku,RHD-S1809-02037,Mukúku,Sterben,361,RHD-S1809-01273,Sterben,344,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000175,mula,RHD-S1809-02044,Múla,"oder mila, Katze",361,RHD-S1809-00778,Katze,326,true,german_headword_gloss_containment,false,not_assessed
RHD-ICONC-000176,muliki,RHD-S1809-02028,Muliki,"Stempel, Stößel",361,RHD-S1809-01271,Stempel,344,true,german_headword_gloss_containment,false,not_assessed
RHD-ICONC-000177,muliki,RHD-S1809-02028,Muliki,"Stempel, Stößel",361,RHD-S1809-01284,Stößel,344,true,german_headword_gloss_containment,false,not_assessed
RHD-ICONC-000178,nachcala,RHD-S1809-02048,Nachcäla,Ohr,361,RHD-S1809-00990,Ohr,334,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000179,nacheatule,RHD-S1809-02049,Nacheatule,"Gehörlos, Taub",361,RHD-S1809-01322,Taub,346,true,german_headword_gloss_containment,false,not_assessed
RHD-ICONC-000180,nachki,RHD-S1809-02050,Nachkí,Wollen,361,RHD-S1809-01566,Wollen,351,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000181,nachtetuje,RHD-S1809-02058,Nachtétuje,"Erwiedern, Vergelten",362,RHD-S1809-01430,Vergelten,347,true,german_headword_gloss_containment,false,not_assessed
RHD-ICONC-000182,nagua,RHD-S1809-02061,Naguá,Kommen,362,RHD-S1809-00806,Kommen,327,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000183,naguabahi,RHD-S1809-02062,Naguábahí,Sich voll trinken,362,RHD-S1809-01496,Voll,349,true,german_headword_gloss_containment,false,not_assessed
RHD-ICONC-000184,naguoco,RHD-S1809-02096,Naguóco,Vier,362,RHD-S1809-01482,Vier,348,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000185,nahirape,RHD-S1809-02064,Nahirape,Ringen,362,RHD-S1809-01041,Ringen,338,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000186,naige,RHD-S1809-02067,Naïgé,Anzünden,362,RHD-S1809-00106,Anzünden,302,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000187,najasi,RHD-S1809-02066,Najási,Gar sehr lang,362,RHD-S1809-00856,Lang,328,true,german_headword_gloss_containment,false,not_assessed
RHD-ICONC-000188,najulu,RHD-S1809-02070,Najulú,Krank seyn,362,RHD-S1809-00827,Krank ſeyn,327,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000189,nalaga,RHD-S1809-02072,Nalagá,Weinen,362,RHD-S1809-01537,Weinen,350,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000190,naligue,RHD-S1809-02075,Naligué,"Haben, besitzen",362,RHD-S1809-00241,Beſitzen,308,true,german_headword_gloss_containment,false,not_assessed
RHD-ICONC-000191,nanagua,RHD-S1809-02077,Nanaguá,Messen,362,RHD-S1809-00927,Meſſen,331,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000192,nanamuti,RHD-S1809-02078,Nanamuti,Sache,362,RHD-S1809-01059,Sache,338,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000193,napa,RHD-S1809-02079,Napá,Beysammen,362,RHD-S1809-00263,Beyſammen,309,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000194,napabumela,RHD-S1809-02080,Napabúmela,"Man soll, oder muß sammeln",362,RHD-S1809-01071,Sammeln,338,true,german_headword_gloss_containment,false,not_assessed
RHD-ICONC-000195,naruje,RHD-S1809-02084,Náruje,Fragen,362,RHD-S1809-00530,Fragen,318,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000196,nassibula,RHD-S1809-02085,Nassíbula,Binde,362,RHD-S1809-00266,Binde,309,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000197,nassila,RHD-S1809-02086,Nassíla,Scheere,362,RHD-S1809-01097,Scheere,338,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000198,nassinaja,RHD-S1809-02089,Nassínaja,"Faulenzend, Im Faulenzen begriffen seyn",362,RHD-S1809-00474,Faulenzen,316,true,german_headword_gloss_containment,false,not_assessed
RHD-ICONC-000199,nassipasic,RHD-S1809-02091,Nassípasic,In der Mitte,362,RHD-S1809-00944,Mitte,332,true,german_headword_gloss_containment,false,not_assessed
RHD-ICONC-000200,nategui,RHD-S1809-02092,Nateguí,Lohn,362,RHD-S1809-00891,Lohn,330,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000201,natutuje,RHD-S1809-02094,Natútuje,"besser nachtútuje, Belohnen",362,RHD-S1809-00223,Belohnen,308,true,german_headword_gloss_containment,false,not_assessed
RHD-ICONC-000202,navoaje,RHD-S1809-02097,Navóaje,Vierter,362,RHD-S1809-01487,Vierter,349,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000203,nehajamera,RHD-S1809-02104,Nehajámera,Antworten,362,RHD-S1809-00104,Antworten,302,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000204,neheje,RHD-S1809-02105,Nehéje,Nachfolgen,362,RHD-S1809-00962,Nachfolgen,333,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000205,nemiki,RHD-S1809-02106,Nemikí,Sich rächen,362,RHD-S1809-01020,Rächen,336,true,german_headword_gloss_containment,false,not_assessed
RHD-ICONC-000206,nene,RHD-S1809-02107,Nené,Sehen,362,RHD-S1809-01172,Sehen,340,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000207,neogala,RHD-S1809-02109,Neogála,"Wort, Rede",362,RHD-S1809-01030,Rede,336,true,german_headword_gloss_containment,false,not_assessed
RHD-ICONC-000208,neogala,RHD-S1809-02109,Neogála,"Wort, Rede",362,RHD-S1809-01031,Rede,336,true,german_headword_gloss_containment,false,not_assessed
RHD-ICONC-000209,neogala,RHD-S1809-02109,Neogála,"Wort, Rede",362,RHD-S1809-01562,Wort,351,true,german_headword_gloss_containment,false,not_assessed
RHD-ICONC-000210,nesseameke,RHD-S1809-02111,Neſſéameke,Hüter,362,RHD-S1809-00752,Hüter,325,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000211,netschitaje,RHD-S1809-02114,Netſchitaje,Meinetwegen,362,RHD-S1809-00922,Meinetwegen,331,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000212,noine,RHD-S1809-02116,Noiné,"Ehren, verehren",362,RHD-S1809-01422,Verehren,347,true,german_headword_gloss_containment,false,not_assessed
RHD-ICONC-000213,noki,RHD-S1809-02120,Nokí,Bewegen,362,RHD-S1809-00259,Bewegen,309,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000214,nola,RHD-S1809-02121,Nolá,Sohn,362,RHD-S1809-01209,Sohn,341,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000215,nole,RHD-S1809-02122,Nolé,"Es überzieht ſich, wird trüb, wolkig",362,RHD-S1809-01350,Trüb,346,true,german_headword_gloss_containment,false,not_assessed
RHD-ICONC-000216,noliki,RHD-S1809-02123,Nolíki,"Nebel, Dunſt",363,RHD-S1809-00356,Dunſt,313,true,german_headword_gloss_containment,false,not_assessed
RHD-ICONC-000217,nolire,RHD-S1809-02124,Nolíre,Umgehen,363,RHD-S1809-01366,Umgehen,346,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000218,nono,RHD-S1809-02126,Nonó,"Vater, ſ",363,RHD-S1809-01411,Vater,347,true,german_headword_gloss_containment,false,not_assessed
RHD-ICONC-000219,nothepa,RHD-S1809-02127,Nothépá,Küſſen,363,RHD-S1809-00848,Küſſen,328,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000220,nula,RHD-S1809-02129,Nulá,Befehlen,363,RHD-S1809-00199,Befehlen,308,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000221,nutugala,RHD-S1809-02132,Nutugála,Nahrung,363,RHD-S1809-00973,Nahrung,333,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000222,ocanica,RHD-S1809-02135,Ocánica,Beyde,363,RHD-S1809-00262,Beyde,309,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000223,ossanaguoco,RHD-S1809-02142,Oſſanaguóco,Acht,363,RHD-S1809-00014,Acht,301,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000224,pabahi,RHD-S1809-02149,Pabáhi,Schöpfen,363,RHD-S1809-01137,Schöpfen,339,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000225,pahi,RHD-S1809-00047,Pahí,Trinken,363,RHD-S1809-01346,Trinken,346,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000226,pahila,RHD-S1809-00048,Pahíla,Trunk,363,RHD-S1809-01351,Trunk,346,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000227,pali,RHD-S1809-00049,Páli,Prieſter,363,RHD-S1809-01016,Prieſter,336,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000228,pamivaliki,RHD-S1809-00051,Pamivalíki,Jahr,363,RHD-S1809-00756,Jahr,325,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000229,passonaca,RHD-S1809-02158,Páſſonaca,Ente,363,RHD-S1809-00414,Ente,314,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000230,pauguiki,RHD-S1809-00055,Pauguiki,Waſſer,363,RHD-S1809-01523,Waſſer,350,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000231,pauguila,RHD-S1809-00056,Pauguila,Suppe,363,RHD-S1809-01303,Suppe,345,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000232,pauguo,RHD-S1809-02161,Pauguó,Jenſeits des Fluſſes,363,RHD-S1809-00763,Jenſeits des Fluſſes,326,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000233,pegua,RHD-S1809-00058,Peguá,Es iſt hart,363,RHD-S1809-00662,Hart,323,true,german_headword_gloss_containment,false,not_assessed
RHD-ICONC-000234,pemoliki,RHD-S1809-00059,Pemoliki,Rauch,363,RHD-S1809-01025,Rauch,336,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000235,pere,RHD-S1809-02165,Peré,"Satteln, aufbreiten, decken",363,RHD-S1809-01078,Satteln,338,true,german_headword_gloss_containment,false,not_assessed
RHD-ICONC-000236,piguaca,RHD-S1809-02168,Píguáca,Milch,363,RHD-S1809-00936,Milch,332,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000237,pipile,RHD-S1809-02178,Pipilé,Ein jeder,364,RHD-S1809-00761,Jeder,326,true,german_headword_gloss_containment,false,not_assessed
RHD-ICONC-000238,pitschige,RHD-S1809-02186,Pitſchigé,"Glauben, für wahr halten",364,RHD-S1809-00629,Glauben,322,true,german_headword_gloss_containment,false,not_assessed
RHD-ICONC-000239,pitschige,RHD-S1809-02186,Pitſchigé,"Glauben, für wahr halten",364,RHD-S1809-01515,Für wahr halten,349,true,german_headword_gloss_containment,false,not_assessed
RHD-ICONC-000240,pole,RHD-S1809-02188,Polé,Bedecken,364,RHD-S1809-00194,Bedecken,308,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000241,potschi,RHD-S1809-02190,Potschí,Anfüllen,364,RHD-S1809-00095,Anfüllen,302,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000242,potschirugameke,RHD-S1809-02193,Potſchirúgameke,Schwanger,364,RHD-S1809-01152,Schwanger,340,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000243,pouguaca,RHD-S1809-02196,Pouguáca,"Schaar, Lamm, Schöpſe",364,RHD-S1809-00853,Lamm,328,true,german_headword_gloss_containment,false,not_assessed
RHD-ICONC-000244,poveke,RHD-S1809-02199,Poveke,"Steig, gebahnter Weg",364,RHD-S1809-01265,Steig,344,true,german_headword_gloss_containment,false,not_assessed
RHD-ICONC-000245,pugue,RHD-S1809-02203,Pugué,Warten,364,RHD-S1809-01520,Warten,350,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000246,pujaniki,RHD-S1809-02204,Pujaniki,Beflecken,364,RHD-S1809-00201,Beflecken,308,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000247,putsche,RHD-S1809-02209,Putſché,Blaſen,364,RHD-S1809-00271,Blaſen,309,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000248,racha,RHD-S1809-02217,Rachá,"Es iſt heiß, es brennt",364,RHD-S1809-00674,Heiß,324,true,german_headword_gloss_containment,false,not_assessed
RHD-ICONC-000249,rachele,RHD-S1809-02220,Rachelé,Leuchten,364,RHD-S1809-00879,Leuchten,330,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000250,racheliki,RHD-S1809-02221,Rachelíki,Licht,364,RHD-S1809-00883,Licht,330,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000251,racho,RHD-S1809-02222,Rachó,Eine wilde Gans,364,RHD-S1809-00559,Gans,319,true,german_headword_gloss_containment,false,not_assessed
RHD-ICONC-000252,rachpe,RHD-S1809-02223,Rachpé,Wenig,364,RHD-S1809-01543,Wenig,350,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000253,ramela,RHD-S1809-02227,Raméla,Zahn,364,RHD-S1809-01582,Zahn,351,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000254,rana,RHD-S1809-02228,Raná,Gebähren,364,RHD-S1809-00563,Gebähren,319,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000255,rana,RHD-S1809-02331,raná,"oder raná, Gebähren",366,RHD-S1809-00563,Gebähren,319,true,german_headword_gloss_containment,false,not_assessed
RHD-ICONC-000256,raugueliki,RHD-S1809-02231,Rauguelíki,Mittag,364,RHD-S1809-00943,Mittag,332,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000257,raveli,RHD-S1809-02230,Ravéli,"Geige, s",364,RHD-S1809-00581,Geige,320,true,german_headword_gloss_containment,false,not_assessed
RHD-ICONC-000258,regue,RHD-S1809-02237,Regué,Aufhören,364,RHD-S1809-00138,Aufhören,304,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000259,rehoje,RHD-S1809-02360,rehóje,"oder rehóje, Mensch",366,RHD-S1809-00925,Menſch,331,true,german_headword_gloss_containment,false,not_assessed
RHD-ICONC-000260,retegua,RHD-S1809-02244,Reteguá,Sehen,365,RHD-S1809-01172,Sehen,340,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000261,reteguala,RHD-S1809-02245,Retéguala,Angeſicht,365,RHD-S1809-00096,Angeſicht,302,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000262,rochco,RHD-S1809-02247,Rochcó,Es iſt tief,365,RHD-S1809-01331,Tief,346,true,german_headword_gloss_containment,false,not_assessed
RHD-ICONC-000263,rogui,RHD-S1809-02249,Roguí,Kaninchen,365,RHD-S1809-00775,Kaninchen,326,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000264,rohaca,RHD-S1809-02246,Roháca,Eiche,365,RHD-S1809-00381,Eiche,313,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000265,ropa,RHD-S1809-02250,Ropá,Verlassen,365,RHD-S1809-01444,Verlaſſen,348,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000266,saate,RHD-S1809-02254,Saaté,Sand,365,RHD-S1809-01073,Sand,338,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000267,samiameke,RHD-S1809-02258,Samiámeke,Feucht,365,RHD-S1809-00493,Feucht,316,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000268,sapaca,RHD-S1809-02259,Sapáca,Fleisch,365,RHD-S1809-00510,Fleiſch,318,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000269,sapaca,RHD-S1809-02259,Sapáca,Fleisch,365,RHD-S1809-00517,Fleiſch,318,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000270,satiameke,RHD-S1809-02261,Satiameke,Anfechter,365,RHD-S1809-00094,Anfechter,302,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000271,satuje,RHD-S1809-02262,Satuje,Anfechten,365,RHD-S1809-00093,Anfechten,302,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000272,sauguera,RHD-S1809-02263,Sauguéra,Anſtreichen,365,RHD-S1809-00103,Anſtreichen,302,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000273,schugua,RHD-S1809-02266,Schuguá,Verzehren,365,RHD-S1809-01475,Verzehren,348,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000274,schugui,RHD-S1809-02267,Schugui,"Abnehmen, wenig werden",365,RHD-S1809-00006,Abnehmen,301,true,german_headword_gloss_containment,false,not_assessed
RHD-ICONC-000275,seva,RHD-S1809-02278,Sevá,Gelangen,365,RHD-S1809-00588,Gelangen,320,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000276,siguaca,RHD-S1809-02281,Siguáca,Eingeweide,365,RHD-S1809-00395,Eingeweide,314,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000277,sika,RHD-S1809-02282,Siká,"Hauen, zerſchneiden",365,RHD-S1809-00666,Hauen,323,true,german_headword_gloss_containment,false,not_assessed
RHD-ICONC-000278,sika,RHD-S1809-02282,Siká,"Hauen, zerſchneiden",365,RHD-S1809-01598,Zerſchneiden,352,true,german_headword_gloss_containment,false,not_assessed
RHD-ICONC-000279,simi,RHD-S1809-02284,Simi,Gehen,365,RHD-S1809-00578,Gehen,320,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000280,sisi,RHD-S1809-02290,Sisí,Harnen,365,RHD-S1809-00661,Harnen,323,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000281,souguepali,RHD-S1809-02298,Souguépali,Schwalbe,365,RHD-S1809-01150,Schwalbe,340,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000282,sulala,RHD-S1809-02302,Sulála,Herz,366,RHD-S1809-00701,Herz,324,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000283,sulelila,RHD-S1809-02304,Sulelíla,Verbot,366,RHD-S1809-01418,Verbot,347,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000284,suli,RHD-S1809-02306,Sulí,Verbieten,366,RHD-S1809-01414,Verbieten,347,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000285,sutula,RHD-S1809-02307,Sutúla,"Nagel, Klaue",366,RHD-S1809-00794,Klaue,326,true,german_headword_gloss_containment,false,not_assessed
RHD-ICONC-000286,tabelaca,RHD-S1809-02311,Tabeláca,Schienbein,366,RHD-S1809-01110,Schienbein,338,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000287,tachpe,RHD-S1809-02312,Tachpé,Wenig,366,RHD-S1809-01543,Wenig,350,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000288,taica,RHD-S1809-02315,Taicá,Sonne,366,RHD-S1809-01213,Sonne,342,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000289,tala,RHD-S1809-02321,Talá,Fuß,366,RHD-S1809-00551,Fuß,319,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000290,taliki,RHD-S1809-02325,Talíki,Saamen,366,RHD-S1809-01070,Saamen,338,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000291,tamule,RHD-S1809-02330,Tamulé,"Schelle, Klapper",366,RHD-S1809-01102,Schelle,338,true,german_headword_gloss_containment,false,not_assessed
RHD-ICONC-000292,tana,RHD-S1809-02331,Taná,"oder raná, Gebähren",366,RHD-S1809-00563,Gebähren,319,true,german_headword_gloss_containment,false,not_assessed
RHD-ICONC-000293,tani,RHD-S1809-02333,Taní,Begehren,366,RHD-S1809-00203,Begehren,308,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000294,tapoa,RHD-S1809-02309,Tápoa,"Aufſpielen, Muſik machen",366,RHD-S1809-00144,Aufſpielen,304,true,german_headword_gloss_containment,false,not_assessed
RHD-ICONC-000295,tara,RHD-S1809-02335,Tará,Zählen,366,RHD-S1809-01580,Zählen,351,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000296,taralati,RHD-S1809-02340,Tarálati,Zählbar,366,RHD-S1809-01579,Zahlbar,351,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000297,taraliki,RHD-S1809-02339,Taralíki,Zahl,366,RHD-S1809-01578,Zahl,351,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000298,taramela,RHD-S1809-02338,Tarámela,"Man ſoll, oder muß zählen",366,RHD-S1809-01580,Zählen,351,true,german_headword_gloss_containment,false,not_assessed
RHD-ICONC-000299,teeje,RHD-S1809-02354,Teeje,Scherzen,366,RHD-S1809-01106,Scherzen,338,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000300,tegueke,RHD-S1809-02356,Teguéke,"Mädchen, ſ",366,RHD-S1809-00875,Mädchen,330,true,german_headword_gloss_containment,false,not_assessed
RHD-ICONC-000301,tehima,RHD-S1809-02357,Tehimá,Blutsfreund,366,RHD-S1809-00280,Blutsfreund,309,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000302,tehimala,RHD-S1809-02358,Tehimála,"Mein Blutsfreund, s",366,RHD-S1809-00280,Blutsfreund,309,true,german_headword_gloss_containment,false,not_assessed
RHD-ICONC-000303,tehimeameke,RHD-S1809-02359,Tehiméameke,Verwandter,366,RHD-S1809-01470,Verwandter,348,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000304,tehoje,RHD-S1809-02360,Tehóje,"oder rehóje, Mensch",366,RHD-S1809-00925,Menſch,331,true,german_headword_gloss_containment,false,not_assessed
RHD-ICONC-000305,tele,RHD-S1809-02363,Tele,Unten,366,RHD-S1809-01390,Unten,347,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000306,telegona,RHD-S1809-02368,Telegona,Abwärts,367,RHD-S1809-00010,Abwärts,301,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000307,telsiguala,RHD-S1809-02388,Telsiguála,Betrübniß,367,RHD-S1809-00255,Betrübniß,309,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000308,temoco,RHD-S1809-02376,Temóco,Kröte,367,RHD-S1809-00836,Kröte,328,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000309,tenibatsala,RHD-S1809-02378,Tenibátſala,Zaum,367,RHD-S1809-01585,Zaum,352,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000310,tenila,RHD-S1809-02379,Teníla,Zunge,367,RHD-S1809-01621,Zunge,352,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000311,teopa,RHD-S1809-02380,Teópa,Kirche,367,RHD-S1809-00792,Kirche,326,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000312,tepula,RHD-S1809-02385,Tepulá,"oder tepurá, Hauen, hacken",367,RHD-S1809-00666,Hauen,323,true,german_headword_gloss_containment,false,not_assessed
RHD-ICONC-000313,thulagua,RHD-S1809-02395,Thulaguá,Es ist kalt,367,RHD-S1809-00770,Kalt,326,true,german_headword_gloss_containment,false,not_assessed
RHD-ICONC-000314,thulane,RHD-S1809-02397,Thuláne,Mir ist kalt,367,RHD-S1809-00770,Kalt,326,true,german_headword_gloss_containment,false,not_assessed
